away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_position_all,away_position_away,away_position_home,away_previous,away_team,away_winperc_all,away_winperc_away,away_winperc_home,draw_previous,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_position_all,home_position_away,home_position_home,home_previous,home_team,home_winperc_all,home_winperc_away,home_winperc_home,link,result,round,odds_home,odds_draw,odds_away
Win,Lose,Lose,Draw,Lose,3,7,1,0.25,Gangwon,0.6,0.5,0.67,0.16,Lose,Win,Lose,Lose,Win,9,11,5,0.58,Suwon Bluewings,0.2,0.0,0.33,https://footystats.org//south-korea/suwon-samsung-bluewings-fc-vs-gangwon-fc-h2h-stats#944948,Draw,6,,,
Win,Lose,Draw,Draw,Lose,8,7,7,0.46,FC Seoul,0.4,0.5,0.33,0.38,Draw,Draw,Draw,Lose,Lose,7,6,8,0.15,Daegu,0.2,0.33,0.0,https://footystats.org//south-korea/daegu-fc-vs-fc-seoul-h2h-stats#944949,Home,6,,,
Draw,Lose,Win,Draw,Win,11,11,9,0.17,Busan I'Park,0.0,0.0,0.0,0.58,Draw,Lose,Lose,Win,Win,10,8,11,0.25,Gwangju,0.2,0.33,0.0,https://footystats.org//south-korea/gwangju-fc-vs-busan-ipark-h2h-stats#944950,Home,6,,,
Lose,Lose,Draw,Lose,Lose,5,11,1,0.5,Gangwon,0.5,0.0,0.67,0.25,Lose,Draw,Win,Draw,Draw,11,6,12,0.25,Incheon United,0.0,0.0,0.0,https://footystats.org//south-korea/incheon-united-fc-vs-gangwon-fc-h2h-stats#944939,Away,5,3.21,3.09,2.27
Lose,Win,Draw,Draw,Win,2,4,2,0.55,Jeonbuk Motors,0.75,0.5,1.0,0.24,Lose,Win,Win,Win,Lose,7,5,7,0.21,FC Seoul,0.5,0.5,0.5,https://footystats.org//south-korea/fc-seoul-vs-jeonbuk-hyundai-motors-fc-h2h-stats#944940,Away,5,,,
Draw,Win,Win,Win,Lose,3,3,4,0.44,Ulsan,0.5,0.5,0.5,0.24,Lose,Win,Draw,Draw,Win,5,2,5,0.32,Pohang Steelers,0.5,0.5,0.5,https://footystats.org//south-korea/pohang-steelers-fc-vs-ulsan-hyundai-horang-i-h2h-stats#944941,Away,5,2.53,3.33,2.65
Draw,Lose,Lose,Win,Win,6,11,3,0.25,Sangju Sangmu,0.5,0.0,1.0,0.5,Draw,Lose,Win,Win,Draw,10,9,10,0.25,Busan I'Park,0.0,0.0,0.0,https://footystats.org//south-korea/busan-ipark-vs-sangju-sangmu-phoenix-fc-h2h-stats#944942,Draw,5,,,
Lose,Lose,Lose,Win,Win,12,12,11,0.18,Gwangju,0.0,0.0,0.0,0.36,Win,Lose,Lose,Win,Draw,8,9,5,0.45,Suwon Bluewings,0.25,0.0,0.5,https://footystats.org//south-korea/suwon-samsung-bluewings-fc-vs-gwangju-fc-h2h-stats#944943,Away,5,2.34,3.03,3.15
Lose,Draw,Win,Draw,Win,9,11,8,0.43,Daegu,0.0,0.0,0.0,0.57,Draw,Win,Lose,Lose,Lose,4,2,10,0.0,Seongnam,0.5,0.67,0.0,https://footystats.org//south-korea/seongnam-fc-vs-daegu-fc-h2h-stats#944944,Away,5,3.76,3.31,1.97
Lose,Lose,Win,Win,Draw,4,12,2,0.2,Sangju Sangmu,0.67,0.0,1.0,0.4,Draw,Draw,Lose,Lose,Draw,10,8,8,0.4,Daegu,0.0,0.0,0.0,https://footystats.org//south-korea/daegu-fc-vs-sangju-sangmu-phoenix-fc-h2h-stats#944933,Draw,4,1.89,3.29,4.17
Win,Draw,Draw,Win,Draw,1,3,1,0.77,Jeonbuk Motors,1.0,1.0,1.0,0.15,Draw,Win,Lose,Win,Draw,7,11,4,0.08,Gangwon,0.33,0.0,0.5,https://footystats.org//south-korea/gangwon-fc-vs-jeonbuk-hyundai-motors-fc-h2h-stats#944934,Home,4,5.48,3.90,1.58
Win,Win,Win,Lose,Win,2,2,3,0.6,Ulsan,0.67,1.0,0.5,0.3,Lose,Lose,Win,Win,Win,12,12,12,0.1,Gwangju,0.0,0.0,0.0,https://footystats.org//south-korea/gwangju-fc-vs-ulsan-hyundai-horang-i-h2h-stats#944935,Draw,4,4.79,3.59,1.7
Lose,Lose,Lose,Win,Draw,8,10,7,0.5,Suwon Bluewings,0.33,0.0,0.5,0.3,Lose,Win,Win,Draw,Lose,11,7,11,0.2,Busan I'Park,0.0,0.0,0.0,https://footystats.org//south-korea/busan-ipark-vs-suwon-samsung-bluewings-fc-h2h-stats#944936,Draw,4,,,
Draw,Win,Draw,Win,Lose,6,1,10,0.27,Seongnam,0.33,0.5,0.0,0.2,Win,Win,Win,Lose,Lose,5,4,6,0.53,FC Seoul,0.67,0.5,1.0,https://footystats.org//south-korea/fc-seoul-vs-seongnam-fc-h2h-stats#944937,Away,4,,,
Draw,Win,Win,Lose,Win,7,5,5,0.5,Pohang Steelers,0.33,0.0,0.5,0.2,Draw,Win,Draw,Draw,Draw,10,6,9,0.29,Incheon United,0.0,0.0,0.0,https://footystats.org//south-korea/incheon-united-fc-vs-pohang-steelers-fc-h2h-stats#944938,Away,4,3.84,3.25,1.97
Lose,Draw,Draw,Lose,Win,6,9,5,0.28,FC Seoul,0.5,0.0,1.0,0.24,Win,Draw,Draw,Win,Win,3,4,3,0.48,Pohang Steelers,0.5,0.0,1.0,https://footystats.org//south-korea/pohang-steelers-fc-vs-fc-seoul-h2h-stats#944927,Away,3,,,
Win,Draw,Win,Lose,Lose,4,1,9,0.43,Seongnam,0.5,1.0,0.0,0.0,Win,Lose,Win,Draw,Win,6,11,2,0.57,Gangwon,0.5,0.0,1.0,https://footystats.org//south-korea/gangwon-fc-vs-seongnam-fc-h2h-stats#944928,Draw,3,1.98,3.37,3.62
Draw,Draw,Lose,Win,Draw,9,7,8,0.13,Incheon United,0.0,0.0,0.0,0.41,Lose,Lose,Win,Draw,Win,10,9,10,0.46,Suwon Bluewings,0.0,0.0,0.0,https://footystats.org//south-korea/suwon-samsung-bluewings-fc-vs-incheon-united-fc-h2h-stats#944929,Home,3,1.78,3.44,4.46
Lose,Lose,Win,Win,Lose,12,8,12,0.42,Gwangju,0.0,0.0,0.0,0.0,Win,Win,Lose,Win,Win,7,12,3,0.58,Sangju Sangmu,0.5,0.0,1.0,https://footystats.org//south-korea/sangju-sangmu-phoenix-fc-vs-gwangju-fc-h2h-stats#944930,Home,3,2.46,3.25,2.77
Draw,Win,Draw,Win,Win,9,6,8,0.08,Daegu,0.0,0.0,0.0,0.25,Win,Lose,Win,Draw,Win,2,3,6,0.67,Jeonbuk Motors,1.0,1.0,1.0,https://footystats.org//south-korea/jeonbuk-hyundai-motors-fc-vs-daegu-fc-h2h-stats#944931,Home,3,1.76,3.50,4.53
Lose,Win,Draw,Win,Draw,11,9,11,0.27,Busan I'Park,0.0,0.0,0.0,0.36,Win,Draw,Lose,Draw,Win,1,2,3,0.36,Ulsan,1.0,1.0,1.0,https://footystats.org//south-korea/ulsan-hyundai-horang-i-vs-busan-ipark-h2h-stats#944932,Draw,3,1.7,3.91,4.32
Lose,Draw,Lose,Lose,Lose,2,3,2,0.5,Gangwon,1.0,0.0,1.0,0.0,Win,Lose,Win,Win,Draw,12,12,9,0.5,Sangju Sangmu,0.0,0.0,0.0,https://footystats.org//south-korea/sangju-sangmu-phoenix-fc-vs-gangwon-fc-h2h-stats#944921,Home,2,,,
Win,Win,Lose,Win,Draw,2,6,3,0.46,Pohang Steelers,1.0,0.0,1.0,0.15,Draw,Lose,Lose,Draw,Draw,7,2,8,0.38,Daegu,0.0,0.0,0.0,https://footystats.org//south-korea/daegu-fc-vs-pohang-steelers-fc-h2h-stats#944922,Draw,2,2.51,3.01,2.87
Draw,Draw,Win,Draw,Draw,4,5,5,0.8,Jeonbuk Motors,1.0,0.0,1.0,0.1,Win,Win,Draw,Lose,Win,11,10,7,0.1,Busan I'Park,0.0,0.0,0.0,https://footystats.org//south-korea/busan-ipark-vs-jeonbuk-hyundai-motors-fc-h2h-stats#944923,Away,2,5.03,3.86,1.63
Win,Win,Lose,Win,Draw,3,7,1,0.44,Ulsan,1.0,0.0,1.0,0.29,Lose,Win,Draw,Win,Lose,9,8,10,0.26,Suwon Bluewings,0.0,0.0,0.0,https://footystats.org//south-korea/suwon-samsung-bluewings-fc-vs-ulsan-hyundai-horang-i-h2h-stats#944924,Away,2,3.81,3.38,1.93
Lose,Win,Win,Lose,Lose,11,5,12,0.11,Gwangju,0.0,0.0,0.0,0.22,Win,Win,Lose,Lose,Lose,10,9,8,0.67,FC Seoul,0.0,0.0,0.0,https://footystats.org//south-korea/fc-seoul-vs-gwangju-fc-h2h-stats#944925,Home,2,,,
Draw,Lose,Win,Draw,Win,8,6,7,0.18,Incheon United,0.0,0.0,0.0,0.41,Win,Lose,Lose,Lose,Win,4,1,9,0.41,Seongnam,1.0,1.0,0.0,https://footystats.org//south-korea/seongnam-fc-vs-incheon-united-fc-h2h-stats#944926,Draw,2,2.17,3.02,3.55
Lose,Lose,Win,Draw,Draw,11,11,11,0.25,Suwon Bluewings,0.0,0.0,0.0,0.21,Lose,Win,Draw,Win,Win,7,7,7,0.54,Jeonbuk Motors,0.0,0.0,0.0,https://footystats.org//south-korea/jeonbuk-hyundai-motors-fc-vs-suwon-samsung-bluewings-fc-h2h-stats#944915,Home,1,1.74,3.59,4.54
Lose,Win,Win,Draw,Draw,9,9,9,0.25,Sangju Sangmu,0.0,0.0,0.0,0.18,Draw,Lose,Draw,Win,Win,12,12,12,0.56,Ulsan,0.0,0.0,0.0,https://footystats.org//south-korea/ulsan-hyundai-horang-i-vs-sangju-sangmu-phoenix-fc-h2h-stats#944916,Home,1,1.59,3.95,5.24
Win,Draw,Win,Win,Draw,4,2,4,0.31,Daegu,0.0,0.0,0.0,0.46,Win,Draw,Draw,Draw,Draw,8,6,8,0.23,Incheon United,0.0,0.0,0.0,https://footystats.org//south-korea/incheon-united-fc-vs-daegu-fc-h2h-stats#944917,Draw,1,4.26,3.27,1.88
Draw,Win,Lose,Lose,Lose,10,9,11,0.27,Seongnam,0.0,0.0,0.0,0.54,Lose,Win,Win,Win,Win,7,5,7,0.18,Gwangju,0.0,0.0,0.0,https://footystats.org//south-korea/gwangju-fc-vs-seongnam-fc-h2h-stats#944918,Away,1,2.11,3.25,3.42
Win,Draw,Win,Draw,Draw,3,1,3,0.3,Busan I'Park,0.0,0.0,0.0,0.3,Draw,Draw,Win,Win,Win,9,8,9,0.4,Pohang Steelers,0.0,0.0,0.0,https://footystats.org//south-korea/pohang-steelers-fc-vs-busan-ipark-h2h-stats#944919,Home,1,2.11,3.43,3.23
Draw,Draw,Lose,Win,Lose,7,3,7,0.33,FC Seoul,0.0,0.0,0.0,0.33,Lose,Win,Draw,Win,Win,8,4,8,0.33,Gangwon,0.0,0.0,0.0,https://footystats.org//south-korea/gangwon-fc-vs-fc-seoul-h2h-stats#944920,Home,1,2.5,2.87,3.07
Win,Win,Win,Win,Win,4,2,7,0.46,Pohang Steelers,0.55,0.8,0.33,0.23,Win,Lose,Lose,Lose,Win,11,10,9,0.31,FC Seoul,0.27,0.17,0.4,https://footystats.org//south-korea/fc-seoul-vs-pohang-steelers-fc-h2h-stats#944981,Away,12,4.72,3.33,1.77
Lose,Win,Win,Win,Lose,2,3,2,0.48,Jeonbuk Motors,0.73,0.67,0.8,0.39,Draw,Lose,Lose,Lose,Draw,12,12,11,0.13,Incheon United,0.0,0.0,0.0,https://footystats.org//south-korea/incheon-united-fc-vs-jeonbuk-hyundai-motors-fc-h2h-stats#944986,Draw,12,9.22,4.72,1.33
Draw,Draw,Draw,Lose,Win,10,4,12,0.33,Seongnam,0.18,0.33,0.0,0.38,Draw,Lose,Draw,Lose,Win,9,8,10,0.28,Suwon Bluewings,0.18,0.2,0.17,https://footystats.org//south-korea/suwon-samsung-bluewings-fc-vs-seongnam-fc-h2h-stats#944985,Away,12,1.8,3.33,4.58
Win,Win,Draw,Win,Lose,5,6,3,0.38,Daegu,0.45,0.4,0.5,0.43,Lose,Win,Win,Lose,Win,3,5,2,0.19,Sangju Sangmu,0.55,0.33,0.8,https://footystats.org//south-korea/sangju-sangmu-phoenix-fc-vs-daegu-fc-h2h-stats#944982,Home,12,3.31,3.08,2.2
Win,Lose,Lose,Draw,Win,7,9,5,0.0,Gangwon,0.36,0.2,0.5,0.21,Win,Win,Lose,Win,Draw,1,2,4,0.79,Ulsan,0.73,0.83,0.6,https://footystats.org//south-korea/ulsan-hyundai-horang-i-vs-gangwon-fc-h2h-stats#944984,Home,12,1.59,3.91,5.22
Lose,Lose,Win,Lose,Lose,10,11,8,0.31,Gwangju,0.27,0.2,0.33,0.53,Win,Win,Draw,Draw,Draw,6,7,6,0.15,Busan I'Park,0.27,0.4,0.17,https://footystats.org//south-korea/busan-ipark-vs-gwangju-fc-h2h-stats#944983,Draw,12,2.67,3.28,2.53
